Date,Open,High,Low,Close,Volume
2019-09-30,14415.60,14468.39,14099.71,14284.05,1295374
2019-10-01,14307.23,14307.23,14068.65,14157.75,673405
2019-10-02,14165.21,14165.21,13992.01,13992.12,699988
2019-10-03,14037.03,14434.61,14037.03,14278.55,1951832
2019-10-04,14229.93,14508.56,14229.93,14424.12,1087984
2019-10-07,14473.60,14687.91,14473.60,14599.68,1159522
2019-10-08,14637.14,14725.55,14637.14,14717.73,1335287
2019-10-09,14725.58,14893.46,14725.58,14850.49,1316120
2019-10-10,14878.98,14894.50,14632.39,14763.44,1945588
2019-10-11,14710.73,14873.48,14601.34,14737.41,1416640
2019-10-14,14750.83,14796.96,14704.43,14750.70,1749081
2019-10-15,14723.95,14723.95,14406.78,14526.89,1444872
2019-10-16,14518.97,14518.97,14372.13,14378.45,1925423
2019-10-17,14354.91,14354.91,14190.55,14247.37,1016842
2019-10-18,14271.50,14283.18,14192.16,14237.67,1829386
2019-10-21,14191.14,14427.30,14191.14,14334.09,1146483
2019-10-22,14286.76,14286.76,14016.68,14081.06,1403829
2019-10-23,14027.70,14027.70,13849.63,13893.95,1242212
2019-10-24,13934.38,13934.38,13650.31,13699.29,525880
2019-10-25,13743.25,13768.48,13560.98,13664.73,1009067
2019-10-28,13625.25,13625.25,13556.46,13585.18,1131518
2019-10-29,13560.84,13640.73,13520.45,13580.59,1128626
2019-10-30,13553.06,13553.06,13520.42,13524.67,1810790
2019-10-31,13485.23,13485.23,13313.88,13317.74,514192
2019-11-01,13350.14,13482.10,13350.14,13451.78,1191099
2019-11-04,13468.03,13468.03,13265.40,13306.52,1746532
2019-11-05,13274.67,13469.42,13274.67,13398.84,1158890
2019-11-06,13424.01,13568.22,13374.58,13471.40,1827292
2019-11-07,13458.04,13458.04,13269.20,13277.00,1324044
2019-11-08,13329.81,13329.81,12871.15,13051.35,877334
2019-11-11,13047.34,13097.11,12860.31,12978.71,1985553
2019-11-12,12933.98,13229.10,12870.60,13049.85,1358032
2019-11-13,13024.03,13067.41,12967.27,13017.34,823261
2019-11-14,13068.44,13143.33,12788.83,12966.08,1505028
2019-11-15,13004.42,13004.42,12751.05,12813.18,1377240
2019-11-18,12853.72,12853.72,12523.11,12570.90,1625973
2019-11-19,12545.58,12545.58,12192.71,12313.18,1893964
2019-11-20,12360.82,12360.82,12084.20,12194.57,1920761
2019-11-21,12223.47,12223.47,11783.60,11981.37,722181
2019-11-22,11983.17,12095.94,11983.17,12091.02,1717435
2019-11-25,12087.45,12121.35,11996.30,12058.83,1925131
2019-11-26,12012.96,12012.96,11867.90,11926.83,719255
2019-11-27,11958.44,12048.90,11642.81,11845.85,797114
2019-11-28,11847.86,11849.09,11709.37,11779.23,1230438
2019-11-29,11762.17,11762.17,11627.28,11642.09,1129699
2019-12-02,11627.47,11887.54,11627.47,11846.50,729350
2019-12-03,11822.23,11866.04,11765.21,11815.62,865854
2019-12-04,11812.04,11812.04,11679.83,11706.52,1349446
2019-12-05,11696.74,11696.74,11609.47,11652.71,1787875
2019-12-06,11606.51,11832.88,11606.51,11764.49,950460
2019-12-09,11723.32,11981.15,11679.42,11830.28,713389
2019-12-10,11801.61,11997.36,11774.47,11885.91,738980
2019-12-11,11899.14,12056.97,11682.65,11869.81,1751938
2019-12-12,11855.75,11855.75,11711.63,11771.71,1460203
2019-12-13,11752.63,11752.63,11481.79,11595.24,1788667
2019-12-16,11570.99,11570.99,11361.43,11434.17,745259
2019-12-17,11426.69,11648.48,11391.78,11520.13,789128
2019-12-18,11523.58,11523.58,11359.57,11402.56,1853208
2019-12-19,11383.30,11503.10,11383.30,11479.39,892374
2019-12-20,11466.45,11518.95,11336.41,11427.68,520097
2019-12-23,11433.31,11433.31,11341.51,11347.24,1869586
2019-12-24,11378.09,11378.09,11152.10,11156.35,1524877
2019-12-25,11131.41,11341.88,11131.41,11241.91,568566
2019-12-26,11238.07,11331.03,11112.47,11221.75,1538747
2019-12-27,11246.45,11246.45,11153.49,11166.85,1269364
2019-12-30,11161.61,11161.61,10927.53,10965.75,958315
2019-12-31,10987.79,11030.39,10987.79,11027.78,1124340
2020-01-01,11059.73,11070.66,11038.86,11054.76,682416
2020-01-02,11031.50,11031.50,10586.18,10687.47,1732965
2020-01-03,10681.33,10756.97,10446.75,10601.86,1792162
2020-01-06,10564.49,10702.68,10564.49,10658.50,1235713
2020-01-07,10699.35,10699.35,10480.53,10503.17,1113699
2020-01-08,10543.96,10548.00,10420.71,10484.35,1924593
2020-01-09,10476.94,10555.39,10472.74,10514.07,624331
2020-01-10,10544.86,10765.56,10544.86,10757.47,1023611
2020-01-13,10787.03,10887.23,10766.76,10826.99,1323553
2020-01-14,10819.56,10819.56,10663.15,10670.51,1447895
2020-01-15,10662.21,10936.34,10662.21,10866.23,1083481
2020-01-16,10865.19,10949.48,10619.73,10784.60,1720449
2020-01-17,10804.53,11002.14,10804.53,10999.80,1461437
2020-01-20,11025.82,11025.82,10776.48,10876.51,1334070
2020-01-21,10856.37,10996.93,10817.19,10907.06,1094737
2020-01-22,10905.78,10922.43,10730.15,10826.29,1220874
2020-01-23,10837.22,11085.60,10837.22,10994.32,1463812
2020-01-24,10990.50,11305.31,10990.50,11284.25,1397160
2020-01-27,11297.79,11477.85,11214.97,11346.41,833399
2020-01-28,11333.74,11669.26,11333.74,11536.33,672848
2020-01-29,11526.76,11526.76,11204.27,11344.76,1140699
2020-01-30,11307.66,11465.82,11167.83,11316.82,699614
2020-01-31,11292.03,11468.08,11292.03,11467.37,1926027
2020-02-03,11432.57,11460.27,11432.57,11456.35,1385656
2020-02-04,11418.72,11506.80,11313.00,11409.90,714805
2020-02-05,11399.19,11565.97,11399.19,11513.14,779227
2020-02-06,11518.97,11518.97,11288.45,11394.08,1779932
2020-02-07,11405.76,11405.76,11238.55,11316.83,817454
2020-02-10,11291.23,11537.66,11291.23,11476.86,710690
2020-02-11,11463.23,11560.07,11463.23,11523.94,1400493
2020-02-12,11485.61,11546.27,11454.19,11500.23,1660556
2020-02-13,11540.83,11540.83,11251.70,11336.96,556254
2020-02-14,11338.57,11558.97,11338.57,11450.18,1568546
2020-02-17,11476.17,11587.77,11419.04,11503.40,1001934
2020-02-18,11512.05,11512.05,11442.77,11444.20,1607897
2020-02-19,11427.40,11473.34,11427.40,11464.22,1311258
2020-02-20,11481.00,11668.23,11481.00,11576.84,1487789
2020-02-21,11550.52,12086.69,11550.52,12040.41,626812
2020-02-24,12060.90,12206.50,12060.90,12175.64,1371224
2020-02-25,12179.31,12179.31,12011.40,12056.25,820194
2020-02-26,12027.63,12121.91,11959.72,12040.82,825849
2020-02-27,12073.04,12073.04,11891.88,11913.22,1928277
2020-02-28,11956.43,11956.43,11782.10,11845.54,1000458
2020-03-02,11841.12,11917.82,11841.12,11903.54,1776814
2020-03-03,11872.65,12144.54,11872.65,12096.34,526560
2020-03-04,12140.18,12188.88,11901.88,12045.38,1596821
2020-03-05,12033.03,12033.03,11778.87,11797.68,1063639
2020-03-06,11782.10,11841.84,11748.52,11795.18,1400358
2020-03-09,11802.42,11826.86,11759.49,11793.17,661627
2020-03-10,11827.08,11827.08,11635.32,11638.00,849975
2020-03-11,11644.88,11644.88,11522.27,11574.36,741872
2020-03-12,11607.97,11708.91,11491.34,11600.13,1012861
2020-03-13,11570.33,11749.90,11570.33,11724.68,574162
2020-03-16,11717.11,11717.11,11385.33,11450.97,1174867
2020-03-17,11480.83,11661.01,11256.32,11458.66,1698597
2020-03-18,11429.27,11432.52,11279.93,11356.22,1581656
2020-03-19,11353.05,11705.00,11353.05,11678.19,1092040
2020-03-20,11674.15,11778.88,11620.42,11699.65,1273679
2020-03-23,11711.14,11870.89,11641.94,11756.41,1472924
2020-03-24,11782.36,11782.36,11340.13,11520.06,1646217
2020-03-25,11523.89,11559.49,11422.99,11491.24,1833666
2020-03-26,11445.41,11798.19,11445.41,11638.19,1878466
2020-03-27,11610.74,11610.74,11384.14,11488.84,999473
2020-03-30,11455.97,11455.97,11093.16,11202.59,1086836
2020-03-31,11204.36,11558.91,11204.36,11445.89,1969782
2020-04-01,11453.28,11626.34,11453.28,11564.33,1559958
2020-04-02,11570.60,11859.46,11570.60,11731.19,1412225
2020-04-03,11764.12,11764.12,11657.14,11699.04,1324081
2020-04-06,11677.69,11781.23,11494.32,11637.78,656630
2020-04-07,11601.37,11726.80,11601.37,11709.34,721580
2020-04-08,11712.70,11880.22,11700.17,11790.20,935444
2020-04-09,11751.57,11751.57,11621.77,11652.47,1938761
2020-04-10,11625.91,11723.56,11452.75,11588.15,1187433
2020-04-13,11578.53,11833.88,11578.53,11716.23,602656
2020-04-14,11672.28,11739.86,11610.78,11675.32,1348071
2020-04-15,11637.47,11877.36,11637.47,11783.01,713715
2020-04-16,11748.20,11748.20,11640.76,11688.78,1340080
2020-04-17,11696.48,11696.48,11470.39,11563.52,1042786
2020-04-20,11535.56,11631.11,11535.56,11613.07,1854732
2020-04-21,11643.67,11643.67,11536.09,11552.85,1195310
2020-04-22,11592.05,11937.54,11592.05,11782.08,1408394
2020-04-23,11799.35,11929.91,11760.20,11845.06,862402
2020-04-24,11839.94,11839.94,11510.52,11671.35,811702
2020-04-27,11652.22,11883.78,11652.22,11855.54,1364010
2020-04-28,11844.44,12046.87,11844.44,11973.97,1379199
2020-04-29,11986.49,12255.94,11877.72,12066.83,1640130
2020-04-30,12053.23,12466.55,11906.16,12186.36,1641936
2020-05-01,12168.96,12303.40,12128.78,12216.09,1067144
2020-05-04,12254.77,12349.96,12195.55,12272.75,1089158
2020-05-05,12298.95,12790.58,12298.95,12678.70,988137
2020-05-06,12655.02,12756.46,12655.02,12748.90,617248
2020-05-07,12798.12,13030.57,12539.28,12784.93,1314581
2020-05-08,12751.80,12771.86,12468.92,12620.39,1742603
2020-05-11,12629.63,12676.47,12380.18,12528.32,1975247
2020-05-12,12534.65,12655.92,12199.80,12427.86,894754
2020-05-13,12432.05,12721.52,12410.39,12565.96,868169
2020-05-14,12537.69,12537.69,12506.49,12509.08,1604042
2020-05-15,12539.75,12539.75,12375.74,12387.91,1214623
2020-05-18,12370.43,12542.46,12113.36,12327.91,545954
2020-05-19,12289.54,12587.34,12289.54,12463.66,1603720
2020-05-20,12507.72,12895.63,12502.04,12698.83,1329624
2020-05-21,12747.18,12747.18,12545.44,12592.02,1416179
2020-05-22,12559.20,12938.86,12443.96,12691.41,1678551
2020-05-25,12663.31,12796.87,12366.26,12581.56,1735117
2020-05-26,12560.88,12731.29,12551.44,12641.37,872681
2020-05-27,12630.41,12841.70,12358.38,12600.04,1690097
2020-05-28,12647.17,12822.95,12647.17,12795.08,963250
2020-05-29,12777.80,12793.19,12720.16,12756.67,663172
2020-06-01,12796.00,13080.48,12504.95,12792.71,686071
2020-06-02,12775.90,13028.98,12754.61,12891.80,523898
2020-06-03,12866.70,12963.49,12809.19,12886.34,726564
2020-06-04,12878.06,12914.54,12851.40,12882.97,848836
2020-06-05,12887.71,13095.39,12887.71,13015.50,712711
2020-06-08,13042.39,13306.18,12982.45,13144.32,973081
2020-06-09,13122.75,13214.88,13122.75,13179.96,1168397
2020-06-10,13220.86,13229.36,13131.19,13180.28,837441
2020-06-11,13137.37,13294.92,13033.60,13164.26,1745772
2020-06-12,13157.03,13504.78,13157.03,13483.87,1870772
2020-06-15,13440.86,13848.54,13440.86,13652.67,931070
2020-06-16,13699.15,13832.90,13699.15,13814.88,1632725
2020-06-17,13765.10,13896.87,13719.45,13808.16,1699088
2020-06-18,13753.35,13753.35,13601.85,13640.48,683769
2020-06-19,13607.71,13735.57,13430.33,13582.95,553971
2020-06-22,13580.08,13795.86,13498.18,13647.02,742239
2020-06-23,13664.60,13698.01,13495.19,13596.60,691127
2020-06-24,13583.70,13588.65,13423.49,13506.07,891292
2020-06-25,13476.49,13476.49,13370.81,13398.59,1063215
2020-06-26,13355.36,13355.36,13300.15,13323.93,1901193
2020-06-29,13333.49,13333.49,13115.40,13224.36,1660987
2020-06-30,13273.62,13406.48,13273.62,13367.23,1940885
2020-07-01,13364.69,13577.99,13364.69,13487.82,665580
2020-07-02,13495.50,13495.50,13129.66,13256.36,1583844
2020-07-03,13216.09,13483.39,13180.84,13332.11,1441704
2020-07-06,13365.01,13814.75,13266.22,13540.48,764631
2020-07-07,13508.20,13617.23,13508.20,13605.67,1815388
2020-07-08,13630.39,13852.66,13617.79,13735.22,640534
2020-07-09,13774.41,13983.48,13774.41,13910.29,1589865
2020-07-10,13923.98,13923.98,13549.04,13606.11,1595891
2020-07-13,13613.36,13678.22,13574.62,13626.42,1721962
2020-07-14,13633.25,13907.49,13394.69,13651.09,711792
2020-07-15,13692.36,13939.34,13512.28,13725.81,1053934
2020-07-16,13675.02,13681.56,13514.68,13598.12,1077585
2020-07-17,13587.43,13587.43,13343.39,13428.08,1330037
2020-07-20,13454.48,13600.14,13454.48,13538.47,1063262
2020-07-21,13517.14,13581.73,13517.14,13568.61,1087929
2020-07-22,13619.89,13921.45,13561.57,13741.51,978061
2020-07-23,13777.33,14252.02,13777.33,14026.89,1065014
2020-07-24,14020.35,14153.82,13853.52,14003.67,1353898
2020-07-27,14039.63,14181.19,13806.77,13993.98,1580598
2020-07-28,13983.17,14054.20,13975.01,14014.60,1599507
2020-07-29,14051.93,14066.72,14029.55,14048.13,620853
2020-07-30,14071.13,14177.45,13931.10,14054.27,1074572
2020-07-31,14101.84,14101.84,13848.35,13939.33,1928526
2020-08-03,13903.37,14115.25,13903.37,14094.64,1495271
2020-08-04,14139.12,14139.12,13920.07,13973.50,1944624
2020-08-05,14013.05,14024.67,13996.44,14010.56,949458
2020-08-06,13984.68,14285.98,13984.68,14159.10,1358798
2020-08-07,14179.74,14179.74,13826.44,13844.76,1494253
2020-08-10,13790.31,14127.71,13790.31,14042.77,1029301
2020-08-11,14066.29,14066.29,13587.72,13752.16,1077510
2020-08-12,13724.87,13724.87,13574.68,13623.09,1478736
2020-08-13,13632.30,13691.87,13444.56,13568.21,515408
2020-08-14,13554.56,13554.56,13336.19,13347.48,1857574
2020-08-17,13345.53,13345.53,13202.57,13250.21,1205237
2020-08-18,13224.89,13481.00,13224.89,13469.83,1991271
2020-08-19,13471.69,13733.67,13471.69,13687.00,1003949
2020-08-20,13697.95,14037.10,13697.95,13919.29,1885232
2020-08-21,13918.99,13942.95,13833.28,13888.11,1119927
2020-08-24,13836.49,13998.48,13769.36,13883.92,1984928
2020-08-25,13907.62,14185.77,13907.62,14178.95,1939313
2020-08-26,14198.44,14198.44,13867.59,13909.37,1563916
2020-08-27,13915.85,13948.99,13821.07,13885.03,1116109
2020-08-28,13919.28,13991.28,13919.28,13957.91,883922
2020-08-31,13926.90,14363.66,13926.90,14284.09,968352
2020-09-01,14264.81,14381.77,14187.66,14284.71,1046432
2020-09-02,14233.71,14233.71,14070.92,14135.07,1830426
2020-09-03,14179.10,14179.10,13675.35,13807.39,1549577
2020-09-04,13797.79,14100.19,13797.79,13985.51,816205
2020-09-07,13993.27,14116.68,13993.27,14059.98,1459596
2020-09-08,14012.83,14439.57,14012.83,14262.96,1197574
2020-09-09,14206.45,14251.60,14148.47,14200.04,1073629
2020-09-10,14161.23,14464.69,14086.76,14275.73,684636
2020-09-11,14267.62,14488.57,14267.62,14400.03,1501180
2020-09-14,14385.41,14393.27,14350.93,14372.10,529521
2020-09-15,14316.67,14713.40,14316.67,14591.15,508648
2020-09-16,14572.98,14572.98,14447.14,14509.39,770387
2020-09-17,14458.93,14753.50,14458.93,14670.64,595878
2020-09-18,14681.95,14727.25,14543.41,14635.33,1208491
2020-09-21,14693.42,14693.42,14339.38,14409.93,1527979
2020-09-22,14458.14,14458.14,14291.80,14348.73,1345973
2020-09-23,14315.58,14479.37,14315.58,14469.55,545955
2020-09-24,14486.98,14486.98,14353.78,14390.90,578356
2020-09-25,14405.08,14405.08,14117.32,14231.41,1745549
2020-09-28,14176.73,14480.25,14176.73,14474.59,1946510
2020-09-29,14445.96,14696.83,14445.96,14613.21,1971924
2020-09-30,14589.96,14913.26,14589.96,14765.05,1887611
2020-10-01,14788.76,15019.52,14788.76,14934.35,1378341
2020-10-02,14888.68,15027.91,14888.68,14978.97,739101
2020-10-05,15012.28,15164.76,14891.44,15028.10,1597116
2020-10-06,14987.27,15211.27,14987.27,15192.19,1649530
2020-10-07,15171.60,15171.60,15078.83,15080.70,505742
2020-10-08,15089.65,15164.44,15089.65,15160.28,1536211
2020-10-09,15187.40,15252.80,15168.25,15210.53,712421
2020-10-12,15268.61,15520.61,15268.61,15421.48,1053910
2020-10-13,15364.66,15364.66,15336.99,15349.42,1109363
2020-10-14,15302.26,15327.96,15049.06,15188.51,596236
2020-10-15,15167.69,15292.39,15167.69,15288.36,1417953
2020-10-16,15272.78,15452.99,15272.78,15426.04,1218741
2020-10-19,15397.88,15618.26,15391.00,15504.63,1308904
2020-10-20,15552.52,15566.76,15306.93,15436.85,849760
2020-10-21,15491.49,15772.82,15491.49,15647.80,834276
2020-10-22,15656.44,16133.61,15656.44,15964.48,1418894
2020-10-23,15904.30,16157.92,15904.30,16044.87,1935425
2020-10-26,16042.70,16407.48,16042.70,16264.97,1523667
2020-10-27,16233.95,16502.83,16233.95,16415.44,1159004
2020-10-28,16447.44,16816.47,16447.44,16795.64,1684916
2020-10-29,16798.21,17209.82,16549.58,16879.70,1943347
2020-10-30,16845.75,16917.25,16803.22,16860.23,1225089
2020-11-02,16904.27,16904.27,16562.78,16725.65,1785373
2020-11-03,16772.32,17053.88,16772.32,16988.78,1539841
2020-11-04,16953.57,17086.39,16953.57,17047.34,1083337
2020-11-05,17034.15,17214.63,17034.15,17184.51,992830
2020-11-06,17127.87,17448.19,17127.87,17377.13,1545338
2020-11-09,17398.46,17398.46,17267.88,17290.40,715258
2020-11-10,17335.48,17335.48,17232.66,17253.75,1767106
2020-11-11,17262.36,17577.36,17262.36,17531.89,1872787
2020-11-12,17469.38,17604.63,17011.60,17308.12,967493
2020-11-13,17321.95,17516.43,17310.46,17413.44,1878179
2020-11-16,17435.58,17435.58,17164.79,17278.77,504607
2020-11-17,17250.02,17299.73,16871.06,17085.39,1594682
2020-11-18,17084.36,17084.36,16982.05,17027.67,1358177
2020-11-19,17086.28,17359.08,17086.28,17242.01,1323963
2020-11-20,17219.66,17577.72,17076.49,17327.10,1369207
2020-11-23,17274.88,17657.45,17274.88,17600.46,1444776
2020-11-24,17665.77,17665.77,17302.08,17350.68,509096
2020-11-25,17397.71,17397.71,17288.40,17296.61,1512781
2020-11-26,17323.15,17718.90,17323.15,17607.45,864171
2020-11-27,17621.61,17674.33,17528.95,17601.64,1174955
2020-11-30,17660.21,17660.21,17408.49,17412.01,1020594
2020-12-01,17405.44,17694.31,16993.37,17343.84,779701
2020-12-02,17345.55,17667.54,17345.55,17523.35,1971140
2020-12-03,17530.86,17530.86,17330.15,17365.55,955800
2020-12-04,17344.06,17640.79,17271.42,17456.11,1910069
2020-12-07,17411.11,17836.00,17411.11,17672.50,1637687
2020-12-08,17651.61,17734.81,17503.01,17618.91,1507408
2020-12-09,17643.47,17643.47,17049.00,17211.40,1619675
2020-12-10,17214.53,17390.50,16876.58,17133.54,552999
2020-12-11,17101.60,17123.82,17062.84,17093.33,837505
2020-12-14,17033.44,17414.12,17033.44,17392.50,1118954
2020-12-15,17385.90,17635.47,17303.66,17469.56,1792073
2020-12-16,17503.44,17865.83,17503.44,17695.96,1677069
2020-12-17,17723.73,17723.73,17412.24,17519.15,1953192
2020-12-18,17583.16,17583.16,17024.37,17293.81,1936861
2020-12-21,17339.47,17339.47,16924.79,17083.51,1829150
2020-12-22,17089.88,17198.76,16824.45,17011.61,1765394
2020-12-23,17004.64,17326.74,16914.55,17120.64,1931639
2020-12-24,17068.51,17732.57,17068.51,17571.40,585216
2020-12-25,17583.20,17583.20,17273.21,17349.47,1034807
2020-12-28,17285.62,17582.23,17285.62,17576.69,1176604
2020-12-29,17624.94,17624.94,17166.45,17301.82,1131567
2020-12-30,17341.13,17341.13,17042.83,17053.31,1166598
2020-12-31,17092.36,17092.36,16528.72,16581.18,834224
2021-01-01,16544.20,16544.20,16304.87,16386.23,947435
2021-01-04,16445.26,16445.26,16207.14,16306.42,1796628
2021-01-05,16369.18,16369.18,15620.31,15700.40,518462
2021-01-06,15718.27,15906.31,15718.27,15829.89,1802607
2021-01-07,15814.86,15873.99,15802.32,15838.15,737762
2021-01-08,15890.27,15890.27,15573.76,15675.69,1286344
2021-01-11,15650.16,15650.16,15457.70,15470.84,1866353
2021-01-12,15429.68,15690.14,15412.75,15551.45,1628214
2021-01-13,15567.56,15567.56,15280.00,15315.36,947060
2021-01-14,15319.99,15538.69,15319.99,15442.06,1973758
2021-01-15,15481.20,15797.59,15481.20,15656.42,651247
2021-01-18,15635.34,15732.44,15588.81,15660.62,683544
2021-01-19,15606.81,15801.25,15606.81,15766.45,977407
2021-01-20,15754.40,15996.43,15754.40,15927.78,1163547
2021-01-21,15945.80,16223.11,15945.80,16202.73,1796772
2021-01-22,16247.87,16573.45,16247.87,16489.61,1250151
2021-01-25,16463.40,16603.05,16463.40,16575.82,681414
2021-01-26,16618.54,16791.37,16204.36,16497.87,564632
2021-01-27,16483.48,16483.48,16250.53,16276.49,1644467
2021-01-28,16326.88,16385.17,16034.78,16209.98,1858829
2021-01-29,16217.12,16217.12,15681.97,15902.59,758442
2021-02-01,15908.64,16179.34,15908.64,16136.00,678523
2021-02-02,16115.84,16239.12,15840.91,16040.01,1365399
2021-02-03,15999.46,16482.48,15999.46,16340.93,1793701
2021-02-04,16380.11,16483.02,16335.49,16409.25,614060
2021-02-05,16404.17,16919.56,16404.17,16672.65,1652730
2021-02-08,16632.29,17021.12,16632.29,16932.15,1717597
2021-02-09,16953.21,16953.21,16757.73,16767.32,709809
2021-02-10,16765.43,16807.51,16708.76,16758.14,1188591
2021-02-11,16766.93,16766.93,16568.61,16643.95,1264398
2021-02-12,16619.08,17134.58,16504.42,16819.50,964573
2021-02-15,16800.59,16947.01,16576.91,16761.96,1925182
2021-02-16,16743.02,16997.71,16456.28,16726.99,1140620
2021-02-17,16671.05,16671.05,16637.70,16642.88,1088494
2021-02-18,16611.36,16771.43,16611.36,16714.91,1814115
2021-02-19,16756.71,16756.71,16488.88,16512.86,1714042
2021-02-22,16519.68,16519.68,16215.42,16312.49,1639737
2021-02-23,16266.64,16600.92,16266.64,16500.12,1323128
2021-02-24,16472.53,16783.28,16337.48,16560.38,1474548
2021-02-25,16495.54,16495.54,16484.74,16485.14,1000969
2021-02-26,16441.07,16883.34,16441.07,16687.34,1578222
2021-03-01,16696.12,16825.29,16696.12,16764.79,806601
2021-03-02,16727.08,16904.39,16599.89,16752.14,1522659
2021-03-03,16774.73,16879.47,16672.16,16775.82,1586084
2021-03-04,16769.73,17002.86,16769.73,16933.15,597386
2021-03-05,16996.60,17257.85,16996.60,17208.84,1828686
2021-03-08,17214.95,17623.25,17163.48,17393.36,864589
2021-03-09,17448.78,17448.78,17169.33,17262.84,663237
2021-03-10,17265.10,17265.10,17066.75,17080.52,1240080
2021-03-11,17133.42,17274.64,17046.06,17160.35,513836
2021-03-12,17102.29,17102.29,17059.87,17060.72,1849469
2021-03-15,17074.65,17122.02,16970.50,17046.26,748156
2021-03-16,16993.53,17065.07,16828.97,16947.02,1916058
2021-03-17,16992.22,16992.22,16810.54,16822.73,547072
2021-03-18,16773.57,16903.21,16763.53,16833.37,1575089
2021-03-19,16800.82,17124.38,16800.82,17081.31,877566
2021-03-22,17100.11,17100.11,16877.38,16891.65,1887779
2021-03-23,16906.05,17396.36,16802.87,17099.62,1488625
2021-03-24,17113.41,17247.87,17113.41,17186.10,1721897
2021-03-25,17153.72,17324.19,17153.72,17245.81,1937788
2021-03-26,17208.53,17259.31,17009.58,17134.45,1308372
2021-03-29,17190.56,17190.56,17146.80,17165.19,1935223
2021-03-30,17161.88,17161.88,17037.73,17074.99,1789220
2021-03-31,17109.46,17109.46,16600.29,16760.35,695433
2021-04-01,16804.27,16804.27,16659.41,16667.19,1923042
2021-04-02,16606.32,16666.52,16409.35,16537.93,1611105
2021-04-05,16573.48,16573.48,16014.49,16145.12,1235089
2021-04-06,16170.52,16170.52,15786.21,15896.35,704927
2021-04-07,15948.50,15948.50,15736.05,15779.37,675778
2021-04-08,15740.11,15959.26,15460.06,15709.66,1987192
2021-04-09,15712.14,15729.94,15700.15,15715.04,1286494
2021-04-12,15697.73,15723.45,15412.19,15567.82,824594
2021-04-13,15572.32,15572.32,15292.09,15364.58,1684199
2021-04-14,15395.92,15395.92,15204.97,15277.75,1366602
2021-04-15,15284.97,15284.97,15025.19,15074.33,1514518
2021-04-16,15099.11,15179.23,14974.45,15076.84,789550
2021-04-19,15070.40,15376.81,15070.40,15236.58,1966562
2021-04-20,15271.45,15335.57,15271.45,15318.05,1654642
2021-04-21,15304.46,15304.46,15005.38,15125.14,1833529
2021-04-22,15176.67,15207.81,15176.67,15206.06,1413052
2021-04-23,15219.32,15376.68,15219.32,15326.68,1305990
2021-04-26,15300.50,15544.69,15300.50,15492.20,1752990
2021-04-27,15491.50,15857.88,15491.50,15781.61,522461
2021-04-28,15754.59,16041.86,15690.29,15866.08,570483
2021-04-29,15880.70,16065.52,15770.31,15917.91,1913531
2021-04-30,15953.53,16244.29,15953.53,16222.89,1240562
2021-05-03,16160.00,16252.95,16024.28,16138.61,1975602
2021-05-04,16181.19,16240.68,16181.19,16217.29,1722497
2021-05-05,16231.09,16231.09,15684.86,15950.45,907948
2021-05-06,15957.93,16372.70,15957.93,16335.71,1555222
2021-05-07,16395.39,16519.01,15918.89,16218.95,1628065
2021-05-10,16279.43,16474.60,16162.09,16318.35,1681050
2021-05-11,16354.33,16354.33,16177.55,16187.40,1929407
2021-05-12,16137.70,16137.70,15916.03,15957.17,641671
2021-05-13,15982.85,15982.85,15579.37,15727.32,1162135
2021-05-14,15752.59,15752.59,15531.29,15591.69,1052284
2021-05-17,15631.74,15653.43,15544.02,15598.73,659443
2021-05-18,15563.61,15563.61,15474.53,15500.46,1703162
2021-05-19,15551.29,15750.98,15160.33,15455.65,1546477
2021-05-20,15426.65,15540.86,15361.97,15451.41,980683
2021-05-21,15408.89,15585.54,15407.23,15496.38,723743
2021-05-24,15495.47,15588.50,15495.47,15554.36,513890
2021-05-25,15552.15,15734.03,15426.40,15580.22,1801634
2021-05-26,15589.50,15675.58,15195.50,15435.54,1076156
2021-05-27,15408.40,15408.40,14917.91,14937.65,965762
2021-05-28,14928.47,15005.82,14881.53,14943.68,1634072
2021-05-31,14976.66,15125.36,14976.66,15102.86,1458809
2021-06-01,15125.72,15398.84,15125.72,15371.06,524788
2021-06-02,15354.05,15404.40,15193.63,15299.02,1044631
2021-06-03,15355.14,15445.08,15269.34,15357.21,1219525
2021-06-04,15381.87,15381.87,15121.06,15227.06,1280789
2021-06-07,15235.76,15235.76,15026.50,15117.52,1707734
2021-06-08,15154.30,15201.48,14799.43,15000.46,1664632
2021-06-09,15055.56,15055.56,14807.03,14854.73,813625
2021-06-10,14811.29,14840.18,14811.29,14837.39,1822573
2021-06-11,14813.66,14813.66,14556.45,14576.16,1678889
2021-06-14,14536.90,14642.67,14536.90,14614.51,951867
2021-06-15,14608.64,14816.07,14571.73,14693.90,1201825
2021-06-16,14730.34,14800.08,14580.06,14690.07,1221714
2021-06-17,14744.50,14787.34,14744.50,14779.93,917245
2021-06-18,14836.61,14836.61,14492.96,14570.76,1096867
2021-06-21,14598.33,14598.33,14289.73,14424.96,664432
2021-06-22,14383.98,14395.62,14268.57,14332.09,851431
2021-06-23,14344.97,14344.97,13902.13,14100.85,1348869
2021-06-24,14070.19,14177.38,14070.19,14142.26,1164541
2021-06-25,14130.43,14146.86,13859.88,14003.37,1433019
